Account Name,Type,18 Digit ID,Account ID,LE ID,Artist Name (pka or dba),Company Name,Legal Name,Primary Contact First Name,Primary Contact Last Name
Lemy,Artist,001EY000002zNLmYAM,001EY000002zNLm,491185,Lemy,,Lemuel Wilson,Lemuel,Wilson
Legendary Rella,Artist,001EY000002zXSWYA2,001EY000002zXSW,489001,Legendary Rella,,Legendary Rella,,
Millyano,Artist,001EY000002zXfCYAU,001EY000002zXfC,498215,Millyano,,n/a,,
prodbySeanJohn,Artist,001EY000002zlMDYAY,001EY000002zlMD,491186,prodbySeanJohn,,Ernst Louis-Jacques,Ernst,Louis-Jacques
Sauceman36,Artist,001EY00000305aeYAA,001EY00000305ae,491181,Sauceman36,,Daniel Wahlberg,Daniel,Wahlberg
4mosa,Artist,001EY0000030KsaYAE,001EY0000030Ksa,491187,4mosa,,Armando Formosa,Armando,Formosa
Lavish,Artist,001EY0000030KsbYAE,001EY0000030Ksb,125433,Lavish,,Andrew Decena,Andrew,Decena
Cassidy Place,Artist,001EY0000030MYeYAM,001EY0000030MYe,502888,Cassidy Place,,Cassidy Anne Place,,
Liu Holdings LLC,Management,001EY0000030N5xYAE,001EY0000030N5x,,,Liu Holdings LLC,Zi Hao Liu,,
50 Million LLC/JasonMartin,Artist,001EY0000030N7qYAE,001EY0000030N7q,,JasonMartin,50 Million LLC,Jason Martin,,
Yagi B,Artist,001EY0000030wiUYAQ,001EY0000030wiU,491565,Yagi B,,Yagi B,,
Mozz,Artist,001EY0000030yH2YAI,001EY0000030yH2,493437,Mozz,,Radion Zaripov,Radion,Zaripov
Producedbykb,Artist,001EY0000030yH3YAI,001EY0000030yH3,493430,Producedbykb,,Yannis Kissinger,Yannis,Kissinger
Wave Global LTD,Record Label,001EY0000031Pk4YAE,001EY0000031Pk4,,,Wave Global LTD,,,
FEB Entertainment LLC,Artist,001EY0000031PmlYAE,001EY0000031Pml,,Scottie2Hotty,,n/a,,
Jadu Dala LLC,Record Label,001EY0000031PpiYAE,001EY0000031Ppi,,,Jadu Dala,,,
ILIR808,Artist,001EY0000031RSbYAM,001EY0000031RSb,493440,ILIR808,,Ilir Rusiti,Ilir,Rusiti
Othello beats,Artist,001EY0000031RScYAM,001EY0000031RSc,305777,Othello beats,,Othello Kwaidah,Othello,Kwaidah
Noti Gz,Artist,001EY0000031RkwYAE,001EY0000031Rkw,493438,Noti Gz,,Mich Afriyie,Mich,Afriyie
Gabe Lucas,Artist,001EY0000031RkxYAE,001EY0000031Rkx,493439,Gabe Lucas,,Luka Berman,Luka,Berman
Wolf,Artist,001EY0000031xYNYAY,001EY0000031xYN,493801,Wolf,,Benjamin Abrahami,Benjamin,Abrahami
Grks,Artist,001EY0000031xYOYAY,001EY0000031xYO,495261,Grks,,Alexis Cavalieri,Alexis,Cavalieri
Young Buck x DJ Paul,Artist,001EY0000031xnWYAQ,001EY0000031xnW,,Young Buck x DJ Paul,,n/a,,
ShotByOA,Artist,001EY00000329tyYAA,001EY00000329ty,493806,ShotByOA,,ShotByOA,,
Miranda Writes,Artist,001EY0000032BykYAE,001EY0000032Byk,507575,Miranda Writes,,Miranda Mable,,
Decadon,Artist,001EY0000032hIbYAI,001EY0000032hIb,495804,Decadon,,Donald Miller,,
NextLane Beats,Artist,001EY0000032iGZYAY,001EY0000032iGZ,495266,NextLane Beats,,Frederik Gamst Terkildsen,Frederik Gamst,Terkildsen
Crooklyn,Artist,001EY0000032iGaYAI,001EY0000032iGa,495267,Crooklyn,,Keon Spencer,Keon,Spencer
1waykay,Artist,001EY0000032iKMYAY,001EY0000032iKM,495265,1waykay,,Kristian Davila,Kristian,Davila
wtfnima,Artist,001EY0000032nJmYAI,001EY0000032nJm,495262,wtfnima,,nima dolatshahi,nima,dolatshahi
HazeGoKrazy,Artist,001EY0000032nJnYAI,001EY0000032nJn,495264,HazeGoKrazy,,Dinu Dragos,Dinu,Dragos
Yoshi,Artist,001EY0000032z1WYAQ,001EY0000032z1W,175467,Yoshi,,Tarik Hemici,Tarik,Hemici
Talltale,Artist,001EY000003354XYAQ,001EY000003354X,"509586, 511643",Talltale,,Tatiana Zagorac,,
Steel Bill/Steel Bill Baby,Artist,001EY0000033Fz5YAE,001EY0000033Fz5,499732,Steel Bill/Steel Bill Baby,,Billy J Tharpe,,
DxnnyFxntom,Artist,001EY0000033PcTYAU,001EY0000033PcT,334305,DxnnyFxntom,,DxnnyFxntom,,
Gee Gotti,Artist,001EY0000033PchYAE,001EY0000033Pch,507403,Gee Gotti,,n/a,,
KREAM,Artist,001EY0000033PrmYAE,001EY0000033Prm,,KREAM,KREAM Music AS,Daniel Slettebakken,Daniel,Slettebakken
Bytedance Inc.,Agency,001EY0000033RYyYAM,001EY0000033RYy,,Hey It's Me / AI Portrait,,Hey It's Me / AI Portrait,,
Mhady2hottie,Artist,001EY0000033l23YAA,001EY0000033l23,495590,Mhady2hottie,,Ahmhad Weathers,Ahmhad,Weathers
zkup,Artist,001EY0000033l24YAA,001EY0000033l24,344536,zkup,,Zachary Kupiec,Zachary,Kupiec
Max Milly,Artist,001EY0000033l25YAA,001EY0000033l25,495595,Max Milly,,Omar Mbaye,Omar,Mbaye
CEO Jizzle,Artist,001EY0000034bwiYAA,001EY0000034bwi,498117,CEO Jizzle,,Jaylen L. Johnson,,
ACTUATION B.V.,Artist,001EY0000034dkNYAQ,001EY0000034dkN,,ACTUATION B.V.,ACTUATION B.V.,Josh Brust and Jeroen Dekker,,
Epitaph,Brand,001EY0000034eKCYAY,001EY0000034eKC,,Epitaph,,Epitaph,,
Interscope Records Inc,Record Label,001EY0000034eN5YAI,001EY0000034eN5,,Interscope,,Interscope,,
Wide Open Music,Agency,001EY0000034eNeYAI,001EY0000034eNe,,Wide Open Music,,Wide Open Music,,
Independent,Agency,001EY0000034eO3YAI,001EY0000034eO3,,Independent,,Independent,,
"SossHouse Publishing, LLC",Publisher,001EY0000034g4TYAQ,001EY0000034g4T,,Pi’erre Bourne,"SossHouse Publishing, LLC",Jordan Timothy Jenks,,
MuseCat,Record Label,001EY0000034nhKYAQ,001EY0000034nhK,512057,MuseCat,MUSECAT RECORDS LLC,Andy Clay Cruz Felipe,,
Snapz,Artist,001EY0000034wSmYAI,001EY0000034wSm,367126,Snapz,,Niles Groce,Niles,Groce
LO9,Artist,001EY0000034wSnYAI,001EY0000034wSn,498409,LO9,,Logan Downing,Logan,Downing
Bred,Artist,001EY0000035IAzYAM,001EY0000035IAz,498872,Bred,,Liam Barnea,Liam,Barnea
dsc sunny,Artist,001EY0000035IB0YAM,001EY0000035IB0,498868,dsc sunny,,Jaylier Pineiro,Jaylier,Pineiro
T-Head,Artist,001EY0000035IB1YAM,001EY0000035IB1,498867,T-Head,,Taureon Hailey,Taureon,Hailey
BLOODIE,Artist,001EY0000035goYYAQ,001EY0000035goY,499511,BLOODIE,,BOSCHI POPE JR,BOSCHI,POPE JR
pxzvc,Artist,001EY0000035uAnYAI,001EY0000035uAn,396367,pxzvc,,Khoidir Ali Akbar,,
K1,Artist,001EY0000035uPIYAY,001EY0000035uPI,,K1,,Kyle Hilton,,
Legacy Records LLC,Record Label,001EY0000035up6YAA,001EY0000035up6,,Hai Shawn Martin,"Legacy Records, LLC",Alshawn Martin,,
Glasses Malone,Artist,001EY0000035uqVYAQ,001EY0000035uqV,263214,Glasses Malone,,Charles Penniman,,
Vectro,Artist,001EY0000035xBiYAI,001EY0000035xBi,499693,Vectro,,Slave Sekutkoski,Slave,Sekutkoski
Blockwork,Artist,001EY0000036GaRYAU,001EY0000036GaR,500214,Blockwork,,Amani Smith,Amani,Smith
Adelso,Artist,001EY0000036Mm5YAE,001EY0000036Mm5,499705,Adelso,,,,
Iceyboy Landon,Artist,001EY0000036RbTYAU,001EY0000036RbT,501779,Iceyboy Landon,,Landon Moore,,
Maero,Artist,001EY0000036XT9YAM,001EY0000036XT9,513476,Maero,,James Harold Cedric Mayer,,
BABYSTONEGORILLAS,Artist,001EY0000036XU2YAM,001EY0000036XU2,500387,BABYSTONEGORILLAS,,,,
Greyson Chance,Artist,001EY0000036Y6hYAE,001EY0000036Y6h,,Greyson Chance,"Greyson Chance Music, LLC",Greyson Chance,,
CLOVES,Artist,001EY0000036gehYAA,001EY0000036geh,520849,CLOVES,,Kaitlyn Elyse Dunstan,,
Dj Big Skipp,Artist,001EY0000036iusYAA,001EY0000036ius,500713,Dj Big Skipp,,Keyonee Hill,Keyonee,Hill
Glvck,Artist,001EY0000036iutYAA,001EY0000036iut,500711,Glvck,,Jordan Morris,Jordan,Morris
DATBOIWILL,Artist,001EY0000036kYYYAY,001EY0000036kYY,500712,DATBOIWILL,,Willie Murray,Willie,Murray
The New West Record,Artist,001EY0000036kaOYAQ,001EY0000036kaO,,The New West Record,,,,
Blockworktv,Artist,001EY0000036vA4YAI,001EY0000036vA4,500861,Blockworktv,,Taqone Jerido,Taqone,Jerido
Rico Taliban,Artist,001EY00000377JSYAY,001EY00000377JS,501234,Rico Taliban,,Gregory Mcclay,Gregory,Mcclay
MiSTah Kye,Artist,001EY00000377TKYAY,001EY00000377TK,468770,MiSTah Kye,,Kysharn Kennedy,,
Sara Phillips,Artist,001EY00000377jMYAQ,001EY00000377jM,,Sara Phillips,,Sara Jean Phillips,,
T Kee,Artist,001EY0000037JTPYA2,001EY0000037JTP,502433,T Kee,,Tyler Kee,Tyler,Kee
The Jackson 5,Record Label,001EY0000037Kk3YAE,001EY0000037Kk3,,The Jackson 5,RecordPool LLC,"Michael Joseph Jackson, Toriano Adaryll ""Tito"" Jackson, Jermaine La Jaune Jackson, Marlon David Jack",,
Alpha The Producer,Artist,001EY0000037QLEYA2,001EY0000037QLE,502441,Alpha The Producer,,Henry Rivas,Henry,Rivas
YDG,Artist,001EY0000037VSRYA2,001EY0000037VSR,443550,YDG,,Miguel Garcia,,
Sainte Barbe,Artist,001EY0000037f0dYAA,001EY0000037f0d,500218,Sainte Barbe,,Louis de Brosses,,
Prod Pink,Artist,001EY0000037fCIYAY,001EY0000037fCI,501893,Prod Pink,,,,
Stan,Artist,001EY0000037fJZYAY,001EY0000037fJZ,,Stan,,Leo Robert Stanley,,
Republic Records,Agency,001EY0000037gCWYAY,001EY0000037gCW,,Republic,,Republic,,
Linea Life,Agency,001EY0000037grrYAA,001EY0000037grr,,Linea Life,,Linea Life,,
Hoober,Artist,001EY0000037h9gYAA,001EY0000037h9g,,Hoober,,Giovanni Testa,,
Remain Solid LLC,Record Label,001EY0000037hDKYAY,001EY0000037hDK,397618,Remain Solid,Remain Solid,Remain Solid,Jameson,Francois
Venice Music,Agency,001EY0000037hEeYAI,001EY0000037hEe,,Venice Music,,Venice Music,,
rizlyco,Agency,001EY0000037hJ4YAI,001EY0000037hJ4,,rizlyco,,rizlyco,,
Spinnin Records,Record Label,001EY0000037hJcYAI,001EY0000037hJc,,,Spinnin Records,,,
SoundOn,Agency,001EY0000037hJwYAI,001EY0000037hJw,,SoundOn,,SoundOn,,
Death Row Records,Record Label,001EY0000037hKBYAY,001EY0000037hKB,,,Death Row Records,,,
Dr. Harness,Brand,001EY0000037hKgYAI,001EY0000037hKg,,Dr. Harness,,Dr. Harness,,
Independent.co,Agency,001EY0000037hOnYAI,001EY0000037hOn,,Independent.co,,Independent.co,,
Verve Lebel Music,Agency,001EY0000037hPVYAY,001EY0000037hPV,,Verve Lebel Music,,Verve Lebel Music,,
MEDIA LLC,Agency,001EY0000037hV0YAI,001EY0000037hV0,,MEDIA LLC,,MEDIA LLC,,
VRTCL,Agency,001EY0000037hVFYAY,001EY0000037hVF,,VRTCL,,VRTCL,,
ThreeSixZero,Agency,001EY0000037hcrYAA,001EY0000037hcr,,ThreeSixZero,,ThreeSixZero,,
Marc Anthony Cosmetics Ltd.,Brand,001EY0000037hd1YAA,001EY0000037hd1,,Marc Anthony Cosmetics Ltd.,,Marc Anthony Cosmetics Ltd.,,
Excluziva,Artist,001EY0000037hfqYAA,001EY0000037hfq,,Excluziva,,Excluziva,,
Jessica Nutritionist,Brand,001EY0000037hgAYAQ,001EY0000037hgA,,Jessica Nutritionist,,Jessica Nutritionist,,
Moe,Artist,001EY0000037uFkYAI,001EY0000037uFk,292744,Moe,,Deonte Moore,Deonte,Moore
Gaijin LLC (Nicknxtdoor!),Artist,001EY0000037uHkYAI,001EY0000037uHk,,Nicknxtdoor!,Gaijin LLC,Nicholas Semaj Mason,,
Moz,Artist,001EY00000384VFYAY,001EY00000384VF,502915,Moz,,Max Jacobsson,Max,Jacobsson
scorpio prodz,Artist,001EY000003864YYAQ,001EY000003864Y,502923,scorpio prodz,,Mohamed Ly,Mohamed,Ly
Marshak,Artist,001EY0000038EgNYAU,001EY0000038EgN,502921,Marshak,,Marcos Castro,Marcos,Castro
DamzTheProducer,Artist,001EY0000038JWsYAM,001EY0000038JWs,502925,DamzTheProducer,,Damiano Gentili,Damiano,Gentili
yz,Artist,001EY0000038LeHYAU,001EY0000038LeH,350621,yz,,Shahzore Khan,Shahzore,Khan
JayGot808s,Artist,001EY0000038YFtYAM,001EY0000038YFt,502929,JayGot808s,,Jashon Howard,Jashon,Howard
Nemo,Artist,001EY0000038YFuYAM,001EY0000038YFu,502930,Nemo,,Nemo Van der Eecken,Nemo,Van der Eecken
EBK Jaaybo,Artist,001EY0000038YuFYAU,001EY0000038YuF,502459,EBK Jaaybo,,,,
YogiiB,Artist,001EY0000038dffYAA,001EY0000038dff,503111,YogiiB,,Livand Reyes,Livand,Reyes
Only1aleza,Artist,001EY0000038e7fYAA,001EY0000038e7f,503170,Only1aleza,,Aleghsa Haywood,Aleghsa,Haywood
Sonta,Artist,001EY0000038eEOYAY,001EY0000038eEO,,Sonta,,Lasunnta Smith,,
Jay Lewis,Artist,001EY0000038ehfYAA,001EY0000038ehf,196195,Jay Lewis,,Juabrial Lewis,,
Till Apes,Artist,001EY0000038lkTYAQ,001EY0000038lkT,,Till Apes,,Sanje Wangchuk,Sange,Wangchuk
Nene,Artist,001EY0000038nQXYAY,001EY0000038nQX,503168,Nene,,Gianmarco Roca,Gianmarco,Roca
Da Crook,Artist,001EY0000038wcaYAA,001EY0000038wca,218878,Da Crook,N/A,Christian Collin,,
Gaijin LLC / T Mane,Artist,001EY0000038xLAYAY,001EY0000038xLA,,T Mane,Gaijin LLC,Tre’man Revell Pope,,
Superstar Pride,Record Label,001EY0000038ykPYAQ,001EY0000038ykP,,Superstar Pride,No Mercy Association LLC,Cadarrius Pride,,
Lo'fi Boy,Artist,001EY0000039BkDYAU,001EY0000039BkD,,Lo'fi Boy,,Damian Kavjian,,
TJ Wave,Artist,001EY0000039C1PYAU,001EY0000039C1P,504144,TJ Wave,,,,
"TRILL ENTERTAINMENT, LLC",Record Label,001EY0000039EsFYAU,001EY0000039EsF,,,"TRILL ENTERTAINMENT, LLC",,,
Samica,Artist,001EY0000039O3XYAU,001EY0000039O3X,82593,Samica,,Samica Jhangiani,Samica,Jhangiani
Jayyonthebeat,Artist,001EY0000039OOqYAM,001EY0000039OOq,504646,Jayyonthebeat,,Randal Ford Jr,Randal,Ford Jr
"yozo, Yozo, prodyozo",Artist,001EY0000039P4YYAU,001EY0000039P4Y,504647,"yozo, Yozo, prodyozo",,Alex Smisek,Alex,Smisek
Luci,Artist,001EY0000039ZQlYAM,001EY0000039ZQl,412780,Luci,,Luciana Gramacho Narloch,Luciana,Gramacho Narloch
BBE AJ,Record Label,001EY0000039jQpYAI,001EY0000039jQp,517863,BBE AJ,"Blood Brothers Empire, LLC",Austin Jackson,,
Timpani Beatz,Artist,001EY0000039kOXYAY,001EY0000039kOX,505190,Timpani Beatz,,Shapi Gadzhiev,Shapi,Gadzhiev
Lil Pump,Record Label,001EY0000039mkOYAQ,001EY0000039mkO,,Gazzy Garcia,"GG Global Music, Inc.",Lil Pump,,
Zion Beats,Artist,001EY0000039pPzYAI,001EY0000039pPz,505186,Zion Beats,,Mahde Zion,Mahde,Zion
Comfy,Artist,001EY0000039ycJYAQ,001EY0000039ycJ,468717,Comfy,,Adebayo Samuel Odutusin,,
MaxFlames,Artist,001EY000003A8GHYA0,001EY000003A8GH,505293,MaxFlames,,Max Rafael,Max,Rafael
Mad Fatti Inc.,Record Label,001EY000003ABDFYA4,001EY000003ABDF,,Mad Fatti,Mad Fatti Inc.,Mad Fatti,,
Jady's Birthday / JADY MUSIC LLC,Artist,001EY000003ABX5YAO,001EY000003ABX5,,Jady's Birthday,JADY MUSIC LLC,JAD ANTOURY,,
"noir1070, noir, noirs, beatsbynoir",Artist,001EY000003ADEYYA4,001EY000003ADEY,506375,"noir1070, noir, noirs, beatsbynoir",,Noah Skopek,Noah,Skopek
Cool Company,Record Label,001EY000003AOAxYAO,001EY000003AOAx,"434550, 446865",Cool Company,Cool Company Music LLC,Matthew Fishman and Yannick Hughes,,
Jonas Lee,Artist,001EY000003AVn5YAG,001EY000003AVn5,506129,Jonas Lee,,Jonas Lee,Jonas,Lee
Wangz,Artist,001EY000003AZHtYAO,001EY000003AZHt,506131,Wangz,,Adam Grund,Adam,Grund
Cloke,Artist,001EY000003AyDGYA0,001EY000003AyDG,506146,Cloke,,Rocco Sweeter,,
Miyaa V,Artist,001EY000003AyPzYAK,001EY000003AyPz,506133,Miyaa V,,,,
KJShotIt,Artist,001EY000003AydiYAC,001EY000003Aydi,506398,KJShotIt,,Kenneth Shenery,Kenneth,Shenery
Music For Pets,Record Label,001EY000003Azw7YAC,001EY000003Azw7,,,Music For Pets,,,
UPMADEIT,Artist,001EY000003B03OYAS,001EY000003B03O,506400,UPMADEIT,,Daniel Mohammadi,Daniel,Mohammadi
Dom Wise,Artist,001EY000003B0nrYAC,001EY000003B0nr,506399,Dom Wise,,Adam Smith,Adam,Smith
Yume,Artist,001EY000003BN5QYAW,001EY000003BN5Q,,Yume,,Dounia Aznou Benjamin,,
CxbGoCrazy LLC,Artist,001EY000003BNpyYAG,001EY000003BNpy,533344,CxbGoCrazy,,Jacoby Cherry,Jacoby,Cherry
NottiWorldrecords,Artist,001EY000003BW06YAG,001EY000003BW06,527699,NottiWorldrecords,,Danny Santana,Danny,Santana
Wesley Curtis,Artist,001EY000003BeyEYAS,001EY000003BeyE,506925,Wesley Curtis,,,,
G4 Boyz,Artist,001EY000003Bf19YAC,001EY000003Bf19,,G4 Boyz,,"K. Ladi Adesanya, G. Oluwaranti Adessnya",,
Effin,Artist,001EY000003BfFXYA0,001EY000003BfFX,508547,Effin,,John Douglas Bowden,John Douglas,Bowden
RemK,Artist,001EY000003BfNYYA0,001EY000003BfNY,,RemK,,Alec Mendoza,Alec,Mendoza
Jefe Sue,Artist,001EY000003BkPUYA0,001EY000003BkPU,507487,Jefe Sue,,Josue De La Cruz,Josue,De La Cruz
Nico NiceWitIt,Artist,001EY000003C7v5YAC,001EY000003C7v5,,Nico NiceWitIt,,Nicolas Braden Wellen,,
Darealkobi,Artist,001EY000003C8joYAC,001EY000003C8jo,507866,Darealkobi,,Jacobi Faux,Jacobi,Faux
JustPaid,Artist,001EY000003C8jpYAC,001EY000003C8jp,507856,JustPaid,,Jaylon Pierce,Jaylon,Pierce
Co3,Artist,001EY000003C9wCYAS,001EY000003C9wC,507858,Co3,,Jerrico Carwell,Jerrico,Carwell
D. Flowers,Artist,001EY000003CAbSYAW,001EY000003CAbS,"202437, 340802",D. Flowers,Black Diamond Ent.,Devontae Flowers,,
StunnaMade,Artist,001EY000003CcshYAC,001EY000003Ccsh,369240,StunnaMade,,Kenneth Thomas,Kenneth,Thomas
Dutchy DoBad,Artist,001EY000003Cd66YAC,001EY000003Cd66,515086,Dutchy DoBad,,Taylor Nelson,,
2LIVE,Artist,001EY000003CdJHYA0,001EY000003CdJH,508543,2LIVE,,Andrew Witherspoon,Andrew,Witherspoon
Westwood Puffy,Artist,001EY000003CePrYAK,001EY000003CePr,,Westwood Puffy,,De’Jhon Andre’ Parker,,
LMG,Artist,001EY000003Cg10YAC,001EY000003Cg10,508555,LMG,,Lucas Gadaleta,Lucas,Gadaleta
Oust,Agency,001EY000003CmfGYAS,001EY000003CmfG,,Oust,,Oust,,
Kate Farms,Brand,001EY000003CmvlYAC,001EY000003Cmvl,,Kate Farms,,Kate Farms,,
Cerave,Brand,001EY000003CmxWYAS,001EY000003CmxW,,Cerave,,Cerave,,
Paramount,Brand,001EY000003CmxlYAC,001EY000003Cmxl,,Paramount,,Paramount,,
Night Inn Experience,Brand,001EY000003CmyAYAS,001EY000003CmyA,,Night Inn Experience,,Night Inn Experience,,
ASUS,Brand,001EY000003CmyFYAS,001EY000003CmyF,,ASUS,,ASUS,,
Sephora USA Inc,Brand,001EY000003CmyLYAS,001EY000003CmyL,,Sephora,,Sephora,,
Encore Recordings,Brand,001EY000003CmyeYAC,001EY000003Cmye,,Encore Recordings,,Encore Recordings,,
Capitol Records LLC,Brand,001EY000003CmyyYAC,001EY000003Cmyy,,Capitol Records,,Capitol Records,,
Ryda,Artist,001EY000003CzmOYAS,001EY000003CzmO,221843,Ryda,,Ryder Laston-Gaeta,Ryder,Laston-Gaeta
P Yungin,Artist,001EY000003D10yYAC,001EY000003D10y,350764,P Yungin,,Kamrein McClay,Kamrein,McClay
BigBankBandz,Record Label,001EY000003D2CkYAK,001EY000003D2Ck,517913,BigBankBandz,TST Legacy Records,Brian Elijah Tucker,,
Carly & The Universe,Band,001EY000003DK1EYAW,001EY000003DK1E,,Carly & The Universe,,"Carly Rosenthal. Cameron Clark, James Hernandez, Marshall Ross, Mike Post",,
Lil Mizzy,Artist,001EY000003DQuvYAG,001EY000003DQuv,510201,Lil Mizzy,,,,
Ebk LeeBo,Artist,001EY000003DSueYAG,001EY000003DSue,509967,Ebk LeeBo,,Lee Taylor,Lee,Taylor
Juice Ellison,Artist,001EY000003DTX9YAO,001EY000003DTX9,,Juice Ellison,,Morgan Ellison,,
Hoodstar Dotty,Artist,001EY000003DTmUYAW,001EY000003DTmU,513126,Hoodstar Dotty,,Jacob Jordan,,
CraigShur,Artist,001EY000003DZnFYAW,001EY000003DZnF,510200,CraigShur,,craig scheuring,craig,scheuring
TWT,Artist,001EY000003DZnGYAW,001EY000003DZnG,210202,TWT,,Thomas Therrien,Thomas,Therrien
Blvck Uzi,Artist,001EY000003DaTIYA0,001EY000003DaTI,510204,Blvck Uzi,,Cameron Peck,Cameron,Peck
Silkbeatz,Artist,001EY000003DaTJYA0,001EY000003DaTJ,510203,Silkbeatz,,KeiArahn Lewis,KeiArahn,Lewis
PonchoMadeThat,Artist,001EY000003DarcYAC,001EY000003Darc,510208,PonchoMadeThat,,Ezekiel Richards,Ezekiel,Richards
cxshmxde,Artist,001EY000003DardYAC,001EY000003Dard,450364,cxshmxde,,Vonte' Van Pran,Vonte',Van Pran
Smokescreen,Artist,001EY000003DareYAC,001EY000003Dare,510205,Smokescreen,,Matthew McQueen,Matthew,McQueen
Spanishkid,Artist,001EY000003DcNyYAK,001EY000003DcNy,510699,Spanishkid,,Eric Duenas,Eric,Duenas
83baby,Artist,001EY000003DqTtYAK,001EY000003DqTt,510811,83baby,,Amiri Washington,Amiri,Washington
Jacobsen,Artist,001EY000003DrRQYA0,001EY000003DrRQ,510813,Jacobsen,,Jeppe Jacobsen,Jeppe,Jacobsen
Grandbaby,Artist,001EY000003DrRRYA0,001EY000003DrRR,510812,Grandbaby,,Andrew Speight,Andrew,Speight
Manta Recordings,Record Label,001EY000003DywlYAC,001EY000003Dywl,,Manta Recordings,Manta Recordings,Graham Anthony Goodwin,,
50Jittsteppa,Record Label,001EY000003E04SYAS,001EY000003E04S,,50Jittsteppa,"My Turn Music Group (MTMG) LLC, d/b/a My Turn Music Group LLC",Ramon Adams,,
Lei Swan,Artist,001EY000003E08hYAC,001EY000003E08h,509965,Lei Swan,,A’Lia Anyé Morris,,
Mac Critter,Artist,001EY000003E0UxYAK,001EY000003E0Ux,511136,Mac Critter,,Daniel Bates,Daniel,Bates
See You Records,Record Label,001EY000003EAhpYAG,001EY000003EAhp,,,See You Records,,,
United Common Records,Division,001EY000003EAhqYAG,001EY000003EAhq,,,United Common Records,,,
Lifted House,Record Label,001EY000003EAhrYAG,001EY000003EAhr,,,Lifted House,,,
YorJams,Record Label,001EY000003EAhsYAG,001EY000003EAhs,,,YorJams,,,
Total Smash,Record Label,001EY000003EAk7YAG,001EY000003EAk7,,,Total Smash,,,
PhonkyTown,Record Label,001EY000003EAk9YAG,001EY000003EAk9,,,PhonkyTown,,,
Fools Gold,Record Label,001EY000003EAkBYAW,001EY000003EAkB,,,,,,
Roy Music,Record Label,001EY000003EAkCYAW,001EY000003EAkC,,,,,,
Mixtape Madness,Division,001EY000003EAkEYAW,001EY000003EAkE,,,Mixtape Madness Limited,,,
Jungle,Record Label,001EY000003EAkFYAW,001EY000003EAkF,,,,,,
Linus Entertainment,Record Label,001EY000003EAkGYAW,001EY000003EAkG,,,,,,
Pressology,Record Label,001EY000003EAkHYAW,001EY000003EAkH,,,,,,
Rotor Videos,Record Label,001EY000003EAkIYAW,001EY000003EAkI,,,,,,
Citrus City,Record Label,001EY000003EAkJYAW,001EY000003EAkJ,,,,,,
Tin Pot Records,Record Label,001EY000003EAkKYAW,001EY000003EAkK,,,,,,
Skryptonite,Record Label,001EY000003EAkLYAW,001EY000003EAkL,,,,,,
Triple Point,Record Label,001EY000003EAkMYAW,001EY000003EAkM,,,,,,
Pat Watson,Record Label,001EY000003EAkNYAW,001EY000003EAkN,,,,,,
Secret City Records,Record Label,001EY000003EAkOYAW,001EY000003EAkO,,,,,,
Saina Music,Record Label,001EY000003EAkPYAW,001EY000003EAkP,,,,,,
Shot Tower Capital,Record Label,001EY000003EAkQYAW,001EY000003EAkQ,,,,,,
Blackground,Record Label,001EY000003EAkRYAW,001EY000003EAkR,,,,,,
Monstercat,Record Label,001EY000003EAkSYAW,001EY000003EAkS,,,Monstercat Holdings Inc.,,,
Cutting Edge Music,Record Label,001EY000003EAkTYAW,001EY000003EAkT,,,,,,
Altafonte,Record Label,001EY000003EAkUYAW,001EY000003EAkU,,,,,,
New 11 Records,Record Label,001EY000003EAkVYAW,001EY000003EAkV,,,,,,
Tom Macdonald,Record Label,001EY000003EAkWYAW,001EY000003EAkW,,,,,,
Crystal Math,Record Label,001EY000003EAkXYAW,001EY000003EAkX,,,,,,
Plopscotch Records / Jack Stauber,Record Label,001EY000003EAkYYAW,001EY000003EAkY,,,,,,
Chris Webby,Record Label,001EY000003EAkZYAW,001EY000003EAkZ,,,,,,
Integral Music,Record Label,001EY000003EAkaYAG,001EY000003EAka,,,,,,
Anjuna Beats,Record Label,001EY000003EAkbYAG,001EY000003EAkb,,,,,,
Jordan Cortez,Artist,001EY000003EAmTYAW,001EY000003EAmT,,Jordan Cortez,,Jordan Stewart,,
Funny Marco,Artist,001EY000003EGgGYAW,001EY000003EGgG,514662,Funny Marco,,Marco Summers,,
Discount Doll/Miss Benny,Record Label,001EY000003EIYPYA4,001EY000003EIYP,,Miss Benny,Discount Doll,Ben J. Pierce,,
Jonah B,Artist,001EY000003EKWKYA4,001EY000003EKWK,,Jonah B,,Jonah Lee,Jonah,Lee
"SECURE THE BAG RECORD LABEL, LLC, dba STB Entertainment,",Record Label,001EY000003ET8qYAG,001EY000003ET8q,,,"SECURE THE BAG RECORD LABEL, LLC, dba STB Entertainment,",,,
"SuperDuperWavey"" and ""lvl",Artist,001EY000003EbnOYAS,001EY000003EbnO,,"SuperDuperWavey"" and ""lvl",,Jatias Alexander Hill,,
MISERO,Artist,001EY000003EbqeYAC,001EY000003Ebqe,,MISERO,,Nico Pisano,,
Enzo Iwamura,Artist,001EY000003EbsUYAS,001EY000003EbsU,,Enzo Iwamura,,Enzo Abolio Iwamura,,
Otis Lloyid ,Artist,001EY000003EbyTYAS,001EY000003EbyT,468806,Otis Lloyid ,,Otis Lloyd Overington,,
